iteration,label,operation,gas_used,duration_ms,policy_id,outcome
335,expirePolicy_335,expirePolicy,55081,0.456,335,expired
336,createTestPolicy_336,createTestPolicy,227513,0.678,336,
336,finalize_336,finalize,92742,0.601,336,payout
337,createTestPolicy_337,createTestPolicy,227513,0.629,337,
337,expirePolicy_337,expirePolicy,55081,0.453,337,expired
338,createTestPolicy_338,createTestPolicy,227513,0.684,338,
338,finalize_338,finalize,69688,0.531,338,no_payout
339,createTestPolicy_339,createTestPolicy,227513,0.726,339,
339,expirePolicy_339,expirePolicy,55081,0.466,339,expired
340,createTestPolicy_340,createTestPolicy,227513,0.696,340,
340,finalize_340,finalize,92742,0.611,340,payout
341,createTestPolicy_341,createTestPolicy,227513,0.694,341,
341,expirePolicy_341,expirePolicy,55081,0.457,341,expired
342,createTestPolicy_342,createTestPolicy,227513,0.714,342,
342,finalize_342,finalize,69688,0.547,342,no_payout
343,createTestPolicy_343,createTestPolicy,227513,0.761,343,
343,expirePolicy_343,expirePolicy,55081,0.505,343,expired
344,createTestPolicy_344,createTestPolicy,227513,0.647,344,
344,finalize_344,finalize,92742,0.591,344,payout
345,createTestPolicy_345,createTestPolicy,227513,0.663,345,
345,expirePolicy_345,expirePolicy,55081,0.498,345,expired
346,createTestPolicy_346,createTestPolicy,227513,0.674,346,
346,finalize_346,finalize,69688,0.535,346,no_payout
347,createTestPolicy_347,createTestPolicy,227513,0.755,347,
347,expirePolicy_347,expirePolicy,55081,0.484,347,expired
348,createTestPolicy_348,createTestPolicy,227513,0.686,348,
348,finalize_348,finalize,92742,0.598,348,payout
349,createTestPolicy_349,createTestPolicy,227513,0.673,349,
349,expirePolicy_349,expirePolicy,55081,0.470,349,expired
350,createTestPolicy_350,createTestPolicy,227513,0.676,350,
350,finalize_350,finalize,69688,0.516,350,no_payout
351,createTestPolicy_351,createTestPolicy,227513,0.676,351,
351,expirePolicy_351,expirePolicy,55081,0.469,351,expired
352,createTestPolicy_352,createTestPolicy,227513,0.679,352,
352,finalize_352,finalize,92742,0.588,352,payout
353,createTestPolicy_353,createTestPolicy,227513,0.667,353,
353,expirePolicy_353,expirePolicy,55081,0.435,353,expired
354,createTestPolicy_354,createTestPolicy,227513,0.679,354,
354,finalize_354,finalize,69688,0.515,354,no_payout
355,createTestPolicy_355,createTestPolicy,227513,0.710,355,
355,expirePolicy_355,expirePolicy,55081,0.453,355,expired
356,createTestPolicy_356,createTestPolicy,227513,0.673,356,
356,finalize_356,finalize,92742,0.597,356,payout
357,createTestPolicy_357,createTestPolicy,227513,0.657,357,
357,expirePolicy_357,expirePolicy,55081,0.463,357,expired
358,createTestPolicy_358,createTestPolicy,227513,0.675,358,
358,finalize_358,finalize,69688,0.518,358,no_payout
359,createTestPolicy_359,createTestPolicy,227513,0.679,359,
359,expirePolicy_359,expirePolicy,55081,0.455,359,expired
360,createTestPolicy_360,createTestPolicy,227513,0.699,360,
360,finalize_360,finalize,92742,0.681,360,payout
361,createTestPolicy_361,createTestPolicy,227513,0.676,361,
361,expirePolicy_361,expirePolicy,55081,0.459,361,expired
362,createTestPolicy_362,createTestPolicy,227513,0.680,362,
362,finalize_362,finalize,69688,0.518,362,no_payout
363,createTestPolicy_363,createTestPolicy,227513,0.757,363,
363,expirePolicy_363,expirePolicy,55081,0.461,363,expired
364,createTestPolicy_364,createTestPolicy,227513,0.667,364,
364,finalize_364,finalize,92742,0.598,364,payout
365,createTestPolicy_365,createTestPolicy,227513,0.681,365,
365,expirePolicy_365,expirePolicy,55081,0.446,365,expired
366,createTestPolicy_366,createTestPolicy,227513,0.664,366,
366,finalize_366,finalize,69688,0.521,366,no_payout
367,createTestPolicy_367,createTestPolicy,227513,0.654,367,
367,expirePolicy_367,expirePolicy,55081,0.460,367,expired
368,createTestPolicy_368,createTestPolicy,227513,0.669,368,
368,finalize_368,finalize,92742,0.590,368,payout
369,createTestPolicy_369,createTestPolicy,227513,0.660,369,
369,expirePolicy_369,expirePolicy,55081,0.448,369,expired
370,createTestPolicy_370,createTestPolicy,227513,0.669,370,
370,finalize_370,finalize,69688,0.521,370,no_payout
371,createTestPolicy_371,createTestPolicy,227513,0.769,371,
371,expirePolicy_371,expirePolicy,55081,0.492,371,expired
372,createTestPolicy_372,createTestPolicy,227513,0.682,372,
372,finalize_372,finalize,92742,0.594,372,payout
373,createTestPolicy_373,createTestPolicy,227513,0.656,373,
373,expirePolicy_373,expirePolicy,55081,0.458,373,expired
374,createTestPolicy_374,createTestPolicy,227513,0.684,374,
374,finalize_374,finalize,69688,0.517,374,no_payout
375,createTestPolicy_375,createTestPolicy,227513,0.670,375,
375,expirePolicy_375,expirePolicy,55081,0.445,375,expired
376,createTestPolicy_376,createTestPolicy,227513,0.663,376,
376,finalize_376,finalize,92742,0.643,376,payout
377,createTestPolicy_377,createTestPolicy,227513,0.706,377,
377,expirePolicy_377,expirePolicy,55081,0.502,377,expired
378,createTestPolicy_378,createTestPolicy,227513,0.707,378,
378,finalize_378,finalize,69688,0.554,378,no_payout
379,createTestPolicy_379,createTestPolicy,227513,0.694,379,
379,expirePolicy_379,expirePolicy,55081,0.464,379,expired
380,createTestPolicy_380,createTestPolicy,227513,0.661,380,
380,finalize_380,finalize,92742,0.589,380,payout
381,createTestPolicy_381,createTestPolicy,227513,0.676,381,
381,expirePolicy_381,expirePolicy,55081,0.448,381,expired
382,createTestPolicy_382,createTestPolicy,227513,0.683,382,
382,finalize_382,finalize,69688,0.503,382,no_payout
383,createTestPolicy_383,createTestPolicy,227513,0.670,383,
383,expirePolicy_383,expirePolicy,55081,0.447,383,expired
384,createTestPolicy_384,createTestPolicy,227513,0.658,384,
384,finalize_384,finalize,92742,0.567,384,payout
385,createTestPolicy_385,createTestPolicy,227513,0.636,385,
385,expirePolicy_385,expirePolicy,55081,0.458,385,expired
386,createTestPolicy_386,createTestPolicy,227513,0.650,386,
386,finalize_386,finalize,69688,0.550,386,no_payout
387,createTestPolicy_387,createTestPolicy,227513,0.700,387,
387,expirePolicy_387,expirePolicy,55081,0.466,387,expired
388,createTestPolicy_388,createTestPolicy,227513,0.650,388,
388,finalize_388,finalize,92742,0.577,388,payout
389,createTestPolicy_389,createTestPolicy,227513,0.656,389,
389,expirePolicy_389,expirePolicy,55081,0.457,389,expired
390,createTestPolicy_390,createTestPolicy,227513,0.661,390,
390,finalize_390,finalize,69688,0.514,390,no_payout
391,createTestPolicy_391,createTestPolicy,227513,0.690,391,
391,expirePolicy_391,expirePolicy,55081,0.461,391,expired
392,createTestPolicy_392,createTestPolicy,227513,0.651,392,
392,finalize_392,finalize,92742,0.609,392,payout
393,createTestPolicy_393,createTestPolicy,227513,0.692,393,
393,expirePolicy_393,expirePolicy,55081,0.446,393,expired
394,createTestPolicy_394,createTestPolicy,227513,0.722,394,
394,finalize_394,finalize,69688,0.545,394,no_payout
395,createTestPolicy_395,createTestPolicy,227513,0.811,395,
395,expirePolicy_395,expirePolicy,55081,0.476,395,expired
396,createTestPolicy_396,createTestPolicy,227513,0.665,396,
396,finalize_396,finalize,92742,0.578,396,payout
397,createTestPolicy_397,createTestPolicy,227513,0.656,397,
397,expirePolicy_397,expirePolicy,55081,0.444,397,expired
398,createTestPolicy_398,createTestPolicy,227513,0.657,398,
398,finalize_398,finalize,69688,0.520,398,no_payout
399,createTestPolicy_399,createTestPolicy,227513,0.648,399,
399,expirePolicy_399,expirePolicy,55081,0.468,399,expired
400,createTestPolicy_400,createTestPolicy,227513,0.661,400,
400,finalize_400,finalize,92742,0.586,400,payout
401,createTestPolicy_401,createTestPolicy,227513,0.667,401,
401,expirePolicy_401,expirePolicy,55081,0.448,401,expired
402,createTestPolicy_402,createTestPolicy,227513,0.687,402,
402,finalize_402,finalize,69688,0.593,402,no_payout
403,createTestPolicy_403,createTestPolicy,227513,0.681,403,
403,expirePolicy_403,expirePolicy,55081,0.455,403,expired
404,createTestPolicy_404,createTestPolicy,227513,0.667,404,
404,finalize_404,finalize,92742,0.588,404,payout
405,createTestPolicy_405,createTestPolicy,227513,0.645,405,
405,expirePolicy_405,expirePolicy,55081,0.451,405,expired
406,createTestPolicy_406,createTestPolicy,227513,0.650,406,
406,finalize_406,finalize,69688,0.511,406,no_payout
407,createTestPolicy_407,createTestPolicy,227513,0.654,407,
407,expirePolicy_407,expirePolicy,55081,0.456,407,expired
408,createTestPolicy_408,createTestPolicy,227513,0.663,408,
408,finalize_408,finalize,92742,0.644,408,payout
409,createTestPolicy_409,createTestPolicy,227513,0.691,409,
409,expirePolicy_409,expirePolicy,55081,0.458,409,expired
410,createTestPolicy_410,createTestPolicy,227513,0.717,410,
410,finalize_410,finalize,69688,0.579,410,no_payout
411,createTestPolicy_411,createTestPolicy,227513,0.733,411,
411,expirePolicy_411,expirePolicy,55081,0.470,411,expired
412,createTestPolicy_412,createTestPolicy,227513,0.702,412,
412,finalize_412,finalize,92742,0.578,412,payout
413,createTestPolicy_413,createTestPolicy,227513,0.689,413,
413,expirePolicy_413,expirePolicy,55081,0.496,413,expired
414,createTestPolicy_414,createTestPolicy,227513,0.693,414,
414,finalize_414,finalize,69688,0.495,414,no_payout
415,createTestPolicy_415,createTestPolicy,227513,0.659,415,
415,expirePolicy_415,expirePolicy,55081,0.419,415,expired
416,createTestPolicy_416,createTestPolicy,227513,0.649,416,
416,finalize_416,finalize,92742,0.594,416,payout
417,createTestPolicy_417,createTestPolicy,227513,0.698,417,
417,expirePolicy_417,expirePolicy,55081,0.470,417,expired
418,createTestPolicy_418,createTestPolicy,227513,0.673,418,
418,finalize_418,finalize,69688,0.533,418,no_payout
419,createTestPolicy_419,createTestPolicy,227513,0.714,419,
419,expirePolicy_419,expirePolicy,55081,0.522,419,expired
420,createTestPolicy_420,createTestPolicy,227513,0.706,420,
420,finalize_420,finalize,92742,0.608,420,payout
421,createTestPolicy_421,createTestPolicy,227513,0.687,421,
421,expirePolicy_421,expirePolicy,55081,0.446,421,expired
422,createTestPolicy_422,createTestPolicy,227513,0.705,422,
422,finalize_422,finalize,69688,0.513,422,no_payout
423,createTestPolicy_423,createTestPolicy,227513,0.680,423,
423,expirePolicy_423,expirePolicy,55081,0.452,423,expired
424,createTestPolicy_424,createTestPolicy,227513,0.684,424,
424,finalize_424,finalize,92742,0.611,424,payout
425,createTestPolicy_425,createTestPolicy,227513,0.686,425,
425,expirePolicy_425,expirePolicy,55081,0.454,425,expired
426,createTestPolicy_426,createTestPolicy,227513,0.708,426,
426,finalize_426,finalize,69688,0.505,426,no_payout
427,createTestPolicy_427,createTestPolicy,227513,0.669,427,
427,expirePolicy_427,expirePolicy,55081,0.448,427,expired
428,createTestPolicy_428,createTestPolicy,227513,0.703,428,
428,finalize_428,finalize,92742,0.632,428,payout
429,createTestPolicy_429,createTestPolicy,227513,0.716,429,
429,expirePolicy_429,expirePolicy,55081,0.463,429,expired
430,createTestPolicy_430,createTestPolicy,227513,0.678,430,
430,finalize_430,finalize,69688,0.507,430,no_payout
431,createTestPolicy_431,createTestPolicy,227513,0.682,431,
431,expirePolicy_431,expirePolicy,55081,0.447,431,expired
432,createTestPolicy_432,createTestPolicy,227513,0.681,432,
432,finalize_432,finalize,92742,0.596,432,payout
433,createTestPolicy_433,createTestPolicy,227513,0.655,433,
433,expirePolicy_433,expirePolicy,55081,0.465,433,expired
434,createTestPolicy_434,createTestPolicy,227513,0.758,434,
434,finalize_434,finalize,69688,0.529,434,no_payout
435,createTestPolicy_435,createTestPolicy,227513,0.678,435,
435,expirePolicy_435,expirePolicy,55081,0.466,435,expired
436,createTestPolicy_436,createTestPolicy,227513,0.682,436,
436,finalize_436,finalize,92742,0.585,436,payout
437,createTestPolicy_437,createTestPolicy,227513,0.659,437,
437,expirePolicy_437,expirePolicy,55081,0.438,437,expired
438,createTestPolicy_438,createTestPolicy,227513,0.673,438,
438,finalize_438,finalize,69688,0.521,438,no_payout
439,createTestPolicy_439,createTestPolicy,227513,0.671,439,
439,expirePolicy_439,expirePolicy,55081,0.459,439,expired
440,createTestPolicy_440,createTestPolicy,227513,0.688,440,
440,finalize_440,finalize,92742,0.597,440,payout
441,createTestPolicy_441,createTestPolicy,227513,0.632,441,
441,expirePolicy_441,expirePolicy,55081,0.472,441,expired
442,createTestPolicy_442,createTestPolicy,227513,0.736,442,
442,finalize_442,finalize,69688,0.536,442,no_payout
443,createTestPolicy_443,createTestPolicy,227513,0.668,443,
443,expirePolicy_443,expirePolicy,55081,0.463,443,expired
444,createTestPolicy_444,createTestPolicy,227513,0.665,444,
444,finalize_444,finalize,92742,0.608,444,payout
445,createTestPolicy_445,createTestPolicy,227513,0.770,445,
445,expirePolicy_445,expirePolicy,55081,0.468,445,expired
446,createTestPolicy_446,createTestPolicy,227513,0.702,446,
446,finalize_446,finalize,69688,0.540,446,no_payout
447,createTestPolicy_447,createTestPolicy,227513,0.743,447,
447,expirePolicy_447,expirePolicy,55081,0.459,447,expired
448,createTestPolicy_448,createTestPolicy,227513,0.689,448,
448,finalize_448,finalize,92742,0.597,448,payout
449,createTestPolicy_449,createTestPolicy,227513,0.669,449,
449,expirePolicy_449,expirePolicy,55081,0.474,449,expired
450,createTestPolicy_450,createTestPolicy,227513,0.716,450,
450,finalize_450,finalize,69688,0.530,450,no_payout
451,createTestPolicy_451,createTestPolicy,227513,0.730,451,
451,expirePolicy_451,expirePolicy,55081,0.474,451,expired
452,createTestPolicy_452,createTestPolicy,227513,0.695,452,
452,finalize_452,finalize,92742,0.607,452,payout
453,createTestPolicy_453,createTestPolicy,227513,0.671,453,
453,expirePolicy_453,expirePolicy,55081,0.466,453,expired
454,createTestPolicy_454,createTestPolicy,227513,0.688,454,
454,finalize_454,finalize,69688,0.509,454,no_payout
455,createTestPolicy_455,createTestPolicy,227513,0.704,455,
455,expirePolicy_455,expirePolicy,55081,0.460,455,expired
456,createTestPolicy_456,createTestPolicy,227513,0.653,456,
456,finalize_456,finalize,92742,0.608,456,payout
457,createTestPolicy_457,createTestPolicy,227513,0.764,457,
457,expirePolicy_457,expirePolicy,55081,0.482,457,expired
458,createTestPolicy_458,createTestPolicy,227513,0.737,458,
458,finalize_458,finalize,69688,0.548,458,no_payout
459,createTestPolicy_459,createTestPolicy,227513,0.703,459,
459,expirePolicy_459,expirePolicy,55081,0.467,459,expired
460,createTestPolicy_460,createTestPolicy,227513,0.677,460,
460,finalize_460,finalize,92742,0.584,460,payout
461,createTestPolicy_461,createTestPolicy,227513,0.669,461,
461,expirePolicy_461,expirePolicy,55081,0.461,461,expired
462,createTestPolicy_462,createTestPolicy,227513,0.707,462,
462,finalize_462,finalize,69688,0.553,462,no_payout
463,createTestPolicy_463,createTestPolicy,227513,0.754,463,
463,expirePolicy_463,expirePolicy,55081,0.535,463,expired
464,createTestPolicy_464,createTestPolicy,227513,0.689,464,
464,finalize_464,finalize,92742,0.615,464,payout
465,createTestPolicy_465,createTestPolicy,227513,0.693,465,
465,expirePolicy_465,expirePolicy,55081,0.468,465,expired
466,createTestPolicy_466,createTestPolicy,227513,0.665,466,
466,finalize_466,finalize,69688,0.517,466,no_payout
467,createTestPolicy_467,createTestPolicy,227513,0.683,467,
467,expirePolicy_467,expirePolicy,55081,0.460,467,expired
468,createTestPolicy_468,createTestPolicy,227513,0.685,468,
468,finalize_468,finalize,92742,0.590,468,payout
469,createTestPolicy_469,createTestPolicy,227513,0.662,469,
469,expirePolicy_469,expirePolicy,55081,0.462,469,expired
470,createTestPolicy_470,createTestPolicy,227513,0.691,470,
470,finalize_470,finalize,69688,0.536,470,no_payout
471,createTestPolicy_471,createTestPolicy,227513,0.674,471,
471,expirePolicy_471,expirePolicy,55081,0.472,471,expired
472,createTestPolicy_472,createTestPolicy,227513,0.694,472,
472,finalize_472,finalize,92742,0.641,472,payout
473,createTestPolicy_473,createTestPolicy,227513,0.740,473,
473,expirePolicy_473,expirePolicy,55081,0.481,473,expired
474,createTestPolicy_474,createTestPolicy,227513,0.691,474,
474,finalize_474,finalize,69688,0.547,474,no_payout
475,createTestPolicy_475,createTestPolicy,227513,0.693,475,
475,expirePolicy_475,expirePolicy,55081,0.484,475,expired
476,createTestPolicy_476,createTestPolicy,227513,0.704,476,
476,finalize_476,finalize,92742,0.604,476,payout
477,createTestPolicy_477,createTestPolicy,227513,0.693,477,
477,expirePolicy_477,expirePolicy,55081,0.462,477,expired
478,createTestPolicy_478,createTestPolicy,227513,0.675,478,
478,finalize_478,finalize,69688,0.559,478,no_payout
479,createTestPolicy_479,createTestPolicy,227513,0.741,479,
479,expirePolicy_479,expirePolicy,55081,0.476,479,expired
480,createTestPolicy_480,createTestPolicy,227513,0.859,480,
480,finalize_480,finalize,92742,0.660,480,payout
481,createTestPolicy_481,createTestPolicy,227513,0.755,481,
481,expirePolicy_481,expirePolicy,55081,0.484,481,expired
482,createTestPolicy_482,createTestPolicy,227513,0.658,482,
482,finalize_482,finalize,69688,0.519,482,no_payout
483,createTestPolicy_483,createTestPolicy,227513,0.638,483,
483,expirePolicy_483,expirePolicy,55081,0.464,483,expired
484,createTestPolicy_484,createTestPolicy,227513,0.680,484,
484,finalize_484,finalize,92742,0.601,484,payout
485,createTestPolicy_485,createTestPolicy,227513,0.665,485,
485,expirePolicy_485,expirePolicy,55081,0.468,485,expired
486,createTestPolicy_486,createTestPolicy,227513,0.682,486,
486,finalize_486,finalize,69688,0.525,486,no_payout
487,createTestPolicy_487,createTestPolicy,227513,0.674,487,
487,expirePolicy_487,expirePolicy,55081,0.483,487,expired
488,createTestPolicy_488,createTestPolicy,227513,0.723,488,
488,finalize_488,finalize,92742,0.586,488,payout
489,createTestPolicy_489,createTestPolicy,227513,0.687,489,
489,expirePolicy_489,expirePolicy,55081,0.457,489,expired
490,createTestPolicy_490,createTestPolicy,227513,0.672,490,
490,finalize_490,finalize,69688,0.512,490,no_payout
491,createTestPolicy_491,createTestPolicy,227513,0.728,491,
491,expirePolicy_491,expirePolicy,55081,0.467,491,expired
492,createTestPolicy_492,createTestPolicy,227513,0.658,492,
492,finalize_492,finalize,92742,0.610,492,payout
493,createTestPolicy_493,createTestPolicy,227513,0.674,493,
493,expirePolicy_493,expirePolicy,55081,0.451,493,expired
494,createTestPolicy_494,createTestPolicy,227513,0.673,494,
494,finalize_494,finalize,69688,0.510,494,no_payout
495,createTestPolicy_495,createTestPolicy,227513,0.688,495,
495,expirePolicy_495,expirePolicy,55081,0.486,495,expired
496,createTestPolicy_496,createTestPolicy,227513,0.732,496,
496,finalize_496,finalize,92742,0.663,496,payout
497,createTestPolicy_497,createTestPolicy,227513,0.706,497,
497,expirePolicy_497,expirePolicy,55081,0.471,497,expired
498,createTestPolicy_498,createTestPolicy,227513,0.712,498,
498,finalize_498,finalize,69688,0.543,498,no_payout
499,createTestPolicy_499,createTestPolicy,227513,0.689,499,
499,expirePolicy_499,expirePolicy,55081,0.461,499,expired
500,createTestPolicy_500,createTestPolicy,227513,0.661,500,
500,finalize_500,finalize,92742,0.604,500,payout